District,Date,LEA,District_Total_Enrollment,Campus,Campus_ID,Cases_Student_New,Cases_Staff_New,Case_Source_Campus,Case_Source_OffCampus,Case_Source_Unknown
BROOKS ACADEMIES OF TEXAS,2022-04-24,015830,3171,NA,NA,NA,NA,NA,NA,NA
SCHOOL OF SCIENCE AND TECHNOLOGY DISCOVERY,2022-04-24,015831,5334,NA,NA,NA,NA,NA,NA,NA
HENRY FORD ACADEMY ALAMEDA SCHOOL FOR ART + DESIGN,2022-04-24,015833,90,NA,NA,NA,NA,NA,NA,NA
BASIS TEXAS,2022-04-24,015834,3166,NA,NA,7,0,0,0,7
GREAT HEARTS TEXAS,2022-04-24,015835,7268,NA,NA,NA,NA,NA,NA,NA
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,2022-04-24,015836,491,NA,NA,NA,NA,NA,NA,NA
COMPASS ROSE PUBLIC SCHOOLS,2022-04-24,015838,1872,NA,NA,NA,NA,NA,NA,NA
PROMESA ACADEMY CHARTER SCHOOL,2022-04-24,015839,280,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO PREPARATORY SCHOOLS,2022-04-24,015840,206,NA,NA,NA,NA,NA,NA,NA
THE GATHERING PLACE,2022-04-24,015841,462,NA,NA,NA,NA,NA,NA,NA
ROYAL PUBLIC SCHOOLS,2022-04-24,015842,108,NA,NA,NA,NA,NA,NA,NA
PRELUDE PREPARATORY CHARTER SCHOOL,2022-04-24,015843,28,NA,NA,NA,NA,NA,NA,NA
ALAMO HEIGHTS ISD,2022-04-24,015901,4834,NA,NA,NA,0,NA,NA,NA
HARLANDALE ISD,2022-04-24,015904,12158,NA,NA,NA,7,NA,NA,NA
EDGEWOOD ISD,2022-04-24,015905,0,NA,NA,NA,NA,NA,NA,NA
RANDOLPH FIELD ISD,2022-04-24,015906,1474,NA,NA,NA,NA,NA,NA,NA
SAN ANTONIO ISD,2022-04-24,015907,45456,NA,NA,7,13,0,0,20
SOUTH SAN ANTONIO ISD,2022-04-24,015908,8045,NA,NA,NA,NA,NA,NA,NA
SOMERSET ISD,2022-04-24,015909,4031,NA,NA,NA,0,NA,NA,NA
NORTH EAST ISD,2022-04-24,015910,60205,NA,NA,26,16,0,0,42
EAST CENTRAL ISD,2022-04-24,015911,10023,NA,NA,NA,1,NA,NA,NA
SOUTHWEST ISD,2022-04-24,015912,13325,NA,NA,6,2,0,0,8
LACKLAND ISD,2022-04-24,015913,924,NA,NA,0,1,0,0,1
FT SAM HOUSTON ISD,2022-04-24,015914,1647,NA,NA,NA,NA,NA,NA,NA
NORTHSIDE ISD,2022-04-24,015915,103115,NA,NA,52,20,0,0,72
JUDSON ISD,2022-04-24,015916,24448,NA,NA,5,2,0,0,7
SOUTHSIDE ISD,2022-04-24,015917,5643,NA,NA,NA,NA,NA,NA,NA
JOHNSON CITY ISD,2022-04-24,016901,693,NA,NA,NA,NA,NA,NA,NA
BLANCO ISD,2022-04-24,016902,1072,NA,NA,NA,NA,NA,NA,NA
BORDEN COUNTY ISD,2022-04-24,017901,247,NA,NA,NA,NA,NA,NA,NA
CLIFTON ISD,2022-04-24,018901,1023,NA,NA,NA,NA,NA,NA,NA
MERIDIAN ISD,2022-04-24,018902,401,NA,NA,NA,NA,NA,NA,NA
MORGAN ISD,2022-04-24,018903,142,NA,NA,NA,NA,NA,NA,NA
VALLEY MILLS ISD,2022-04-24,018904,624,NA,NA,NA,NA,NA,NA,NA
WALNUT SPRINGS ISD,2022-04-24,018905,183,NA,NA,NA,NA,NA,NA,NA
IREDELL ISD,2022-04-24,018906,136,NA,NA,NA,NA,NA,NA,NA
KOPPERL ISD,2022-04-24,018907,185,NA,NA,NA,NA,NA,NA,NA
CRANFILLS GAP ISD,2022-04-24,018908,137,NA,NA,NA,NA,NA,NA,NA
DEKALB ISD,2022-04-24,019901,804,NA,NA,NA,NA,NA,NA,NA
HOOKS ISD,2022-04-24,019902,890,NA,NA,NA,NA,NA,NA,NA
MAUD ISD,2022-04-24,019903,477,NA,NA,NA,NA,NA,NA,NA
NEW BOSTON ISD,2022-04-24,019905,1209,NA,NA,NA,NA,NA,NA,NA
REDWATER ISD,2022-04-24,019906,1110,NA,NA,NA,NA,NA,NA,NA
TEXARKANA ISD,2022-04-24,019907,7294,NA,NA,NA,NA,NA,NA,NA
LIBERTY-EYLAU ISD,2022-04-24,019908,2191,NA,NA,NA,NA,NA,NA,NA
SIMMS ISD,2022-04-24,019909,484,NA,NA,NA,NA,NA,NA,NA
MALTA ISD,2022-04-24,019910,212,NA,NA,NA,NA,NA,NA,NA
RED LICK ISD,2022-04-24,019911,500,NA,NA,NA,NA,NA,NA,NA
PLEASANT GROVE ISD,2022-04-24,019912,2320,NA,NA,NA,NA,NA,NA,NA
HUBBARD ISD,2022-04-24,019913,72,NA,NA,NA,NA,NA,NA,NA
LEARY ISD,2022-04-24,019914,110,NA,NA,NA,NA,NA,NA,NA
ALVIN ISD,2022-04-24,020901,28285,NA,NA,7,1,0,0,8
ANGLETON ISD,2022-04-24,020902,6829,NA,NA,NA,NA,NA,NA,NA
DANBURY ISD,2022-04-24,020904,777,NA,NA,NA,NA,NA,NA,NA
BRAZOSPORT ISD,2022-04-24,020905,11654,NA,NA,NA,0,NA,NA,NA
SWEENY ISD,2022-04-24,020906,1827,NA,NA,NA,NA,NA,NA,NA
COLUMBIA-BRAZORIA ISD,2022-04-24,020907,2958,NA,NA,NA,NA,NA,NA,NA
PEARLAND ISD,2022-04-24,020908,21041,NA,NA,10,2,0,0,12
DAMON ISD,2022-04-24,020910,114,NA,NA,NA,NA,NA,NA,NA
BRAZOS SCHOOL FOR INQUIRY & CREATIVITY,2022-04-24,021803,335,NA,NA,NA,NA,NA,NA,NA
ARROW ACADEMY,2022-04-24,021805,598,NA,NA,NA,NA,NA,NA,NA
COLLEGE STATION ISD,2022-04-24,021901,14280,NA,NA,NA,NA,NA,NA,NA
BRYAN ISD,2022-04-24,021902,16163,NA,NA,NA,1,NA,NA,NA
TERLINGUA CSD,2022-04-24,022004,107,NA,NA,NA,NA,NA,NA,NA
ALPINE ISD,2022-04-24,022901,973,NA,NA,NA,NA,NA,NA,NA
MARATHON ISD,2022-04-24,022902,57,NA,NA,NA,NA,NA,NA,NA
SAN VICENTE ISD,2022-04-24,022903,<10,NA,NA,NA,NA,NA,NA,NA
SILVERTON ISD,2022-04-24,023902,192,NA,NA,NA,NA,NA,NA,NA
BROOKS COUNTY ISD,2022-04-24,024901,1358,NA,NA,NA,NA,NA,NA,NA
BANGS ISD,2022-04-24,025901,881,NA,NA,NA,NA,NA,NA,NA
BROWNWOOD ISD,2022-04-24,025902,3525,NA,NA,NA,NA,NA,NA,NA
BLANKET ISD,2022-04-24,025904,143,NA,NA,NA,NA,NA,NA,NA
MAY ISD,2022-04-24,025905,223,NA,NA,NA,NA,NA,NA,NA
ZEPHYR ISD,2022-04-24,025906,212,NA,NA,NA,NA,NA,NA,NA
BROOKESMITH ISD,2022-04-24,025908,193,NA,NA,NA,NA,NA,NA,NA
EARLY ISD,2022-04-24,025909,1151,NA,NA,NA,NA,NA,NA,NA
CALDWELL ISD,2022-04-24,026901,1836,NA,NA,NA,NA,NA,NA,NA
SOMERVILLE ISD,2022-04-24,026902,555,NA,NA,NA,NA,NA,NA,NA
SNOOK ISD,2022-04-24,026903,530,NA,NA,NA,NA,NA,NA,NA
BURNET CISD,2022-04-24,027903,3311,NA,NA,NA,NA,NA,NA,NA
MARBLE FALLS ISD,2022-04-24,027904,4054,NA,NA,0,1,0,0,1
LOCKHART ISD,2022-04-24,028902,6224,NA,NA,NA,NA,NA,NA,NA
LULING ISD,2022-04-24,028903,1469,NA,NA,NA,NA,NA,NA,NA
PRAIRIE LEA ISD,2022-04-24,028906,190,NA,NA,NA,NA,NA,NA,NA
CALHOUN COUNTY ISD,2022-04-24,029901,3610,NA,NA,NA,NA,NA,NA,NA
CROSS PLAINS ISD,2022-04-24,030901,381,NA,NA,NA,NA,NA,NA,NA
CLYDE CISD,2022-04-24,030902,1445,NA,NA,NA,NA,NA,NA,NA
BAIRD ISD,2022-04-24,030903,296,NA,NA,NA,NA,NA,NA,NA
EULA ISD,2022-04-24,030906,469,NA,NA,NA,NA,NA,NA,NA
UNIVERSITY OF TEXAS RIO GRANDE VALLEY,2022-04-24,031505,0,NA,NA,NA,NA,NA,NA,NA
BROWNSVILLE ISD,2022-04-24,031901,38617,NA,NA,NA,3,NA,NA,NA
HARLINGEN CISD,2022-04-24,031903,17116,NA,NA,NA,NA,NA,NA,NA
LA FERIA ISD,2022-04-24,031905,2938,NA,NA,NA,NA,NA,NA,NA
LOS FRESNOS CISD,2022-04-24,031906,10385,NA,NA,NA,0,NA,NA,NA
POINT ISABEL ISD,2022-04-24,031909,2140,NA,NA,NA,NA,NA,NA,NA
RIO HONDO ISD,2022-04-24,031911,1632,NA,NA,NA,NA,NA,NA,NA
SAN BENITO CISD,2022-04-24,031912,9290,NA,NA,NA,NA,NA,NA,NA
SANTA MARIA ISD,2022-04-24,031913,540,NA,NA,NA,NA,NA,NA,NA
SANTA ROSA ISD,2022-04-24,031914,855,NA,NA,NA,0,NA,NA,NA
SOUTH TEXAS ISD,2022-04-24,031916,4281,NA,NA,NA,NA,NA,NA,NA
PITTSBURG ISD,2022-04-24,032902,2447,NA,NA,NA,NA,NA,NA,NA
GROOM ISD,2022-04-24,033901,147,NA,NA,NA,NA,NA,NA,NA
PANHANDLE ISD,2022-04-24,033902,664,NA,NA,NA,NA,NA,NA,NA
WHITE DEER ISD,2022-04-24,033904,344,NA,NA,NA,NA,NA,NA,NA
ATLANTA ISD,2022-04-24,034901,1940,NA,NA,NA,NA,NA,NA,NA
AVINGER ISD,2022-04-24,034902,140,NA,NA,NA,NA,NA,NA,NA
HUGHES SPRINGS ISD,2022-04-24,034903,1153,NA,NA,NA,NA,NA,NA,NA
LINDEN-KILDARE CISD,2022-04-24,034905,639,NA,NA,NA,NA,NA,NA,NA
MCLEOD ISD,2022-04-24,034906,418,NA,NA,NA,NA,NA,NA,NA
QUEEN CITY ISD,2022-04-24,034907,942,NA,NA,NA,NA,NA,NA,NA
BLOOMBURG ISD,2022-04-24,034909,246,NA,NA,NA,NA,NA,NA,NA
DIMMITT ISD,2022-04-24,035901,1160,NA,NA,NA,NA,NA,NA,NA
HART ISD,2022-04-24,035902,210,NA,NA,NA,NA,NA,NA,NA
"NAZARETH ISD",2022-04-24,035903,250,NA,NA,NA,NA,NA,NA,NA
ANAHUAC ISD,2022-04-24,036901,1401,NA,NA,NA,NA,NA,NA,NA
BARBERS HILL ISD,2022-04-24,036902,6823,NA,NA,NA,NA,NA,NA,NA
EAST CHAMBERS ISD,2022-04-24,036903,1551,NA,NA,NA,NA,NA,NA,NA
ALTO ISD,2022-04-24,037901,589,NA,NA,NA,NA,NA,NA,NA
JACKSONVILLE ISD,2022-04-24,037904,4764,NA,NA,NA,NA,NA,NA,NA
RUSK ISD,2022-04-24,037907,2031,NA,NA,NA,NA,NA,NA,NA
NEW SUMMERFIELD ISD,2022-04-24,037908,545,NA,NA,NA,NA,NA,NA,NA
WELLS ISD,2022-04-24,037909,266,NA,NA,NA,NA,NA,NA,NA
CHILDRESS ISD,2022-04-24,038901,1026,NA,NA,NA,NA,NA,NA,NA
HENRIETTA ISD,2022-04-24,039902,951,NA,NA,NA,NA,NA,NA,NA
PETROLIA CISD,2022-04-24,039903,462,NA,NA,NA,NA,NA,NA,NA
BELLEVUE ISD,2022-04-24,039904,158,NA,NA,NA,NA,NA,NA,NA
MIDWAY ISD,2022-04-24,039905,135,NA,NA,NA,NA,NA,NA,NA
MORTON ISD,2022-04-24,040901,369,NA,NA,NA,NA,NA,NA,NA
WHITEFACE CISD,2022-04-24,040902,313,NA,NA,NA,NA,NA,NA,NA
BRONTE ISD,2022-04-24,041901,243,NA,NA,NA,NA,NA,NA,NA
ROBERT LEE ISD,2022-04-24,041902,265,NA,NA,NA,NA,NA,NA,NA
COLEMAN ISD,2022-04-24,042901,816,NA,NA,NA,NA,NA,NA,NA
SANTA ANNA ISD,2022-04-24,042903,262,NA,NA,NA,NA,NA,NA,NA
PANTHER CREEK CISD,2022-04-24,042905,165,NA,NA,NA,NA,NA,NA,NA
IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,2022-04-24,043801,1388,NA,NA,NA,NA,NA,NA,NA
LONE STAR LANGUAGE ACADEMY,2022-04-24,043802,161,NA,NA,NA,NA,NA,NA,NA
ALLEN ISD,2022-04-24,043901,21642,NA,NA,6,2,0,0,8
ANNA ISD,2022-04-24,043902,4463,NA,NA,NA,NA,NA,NA,NA
CELINA ISD,2022-04-24,043903,3353,NA,NA,NA,NA,NA,NA,NA
FARMERSVILLE ISD,2022-04-24,043904,2018,NA,NA,NA,NA,NA,NA,NA
FRISCO ISD,2022-04-24,043905,64027,NA,NA,13,5,0,0,18
MCKINNEY ISD,2022-04-24,043907,23581,NA,NA,NA,NA,NA,NA,NA
MELISSA ISD,2022-04-24,043908,5039,NA,NA,NA,NA,NA,NA,NA
PLANO ISD,2022-04-24,043910,49896,NA,NA,17,4,0,0,21
PRINCETON ISD,2022-04-24,043911,6768,NA,NA,NA,NA,NA,NA,NA
PROSPER ISD,2022-04-24,043912,21697,NA,NA,NA,0,NA,NA,NA
WYLIE ISD,2022-04-24,043914,18311,NA,NA,NA,0,NA,NA,NA
BLUE RIDGE ISD,2022-04-24,043917,962,NA,NA,NA,NA,NA,NA,NA
COMMUNITY ISD,2022-04-24,043918,3320,NA,NA,NA,NA,NA,NA,NA
LOVEJOY ISD,2022-04-24,043919,4366,NA,NA,NA,NA,NA,NA,NA
WELLINGTON ISD,2022-04-24,044902,551,NA,NA,NA,NA,NA,NA,NA
COLUMBUS ISD,2022-04-24,045902,1597,NA,NA,NA,NA,NA,NA,NA
RICE CISD,2022-04-24,045903,1240,NA,NA,NA,NA,NA,NA,NA
WEIMAR ISD,2022-04-24,045905,685,NA,NA,NA,NA,NA,NA,NA
TRINITY CHARTER SCHOOL,2022-04-24,046802,336,NA,NA,NA,NA,NA,NA,NA
NEW BRAUNFELS ISD,2022-04-24,046901,9720,NA,NA,NA,2,NA,NA,NA
COMAL ISD,2022-04-24,046902,27478,NA,NA,NA,2,NA,NA,NA
COMANCHE ISD,2022-04-24,047901,1328,NA,NA,NA,NA,NA,NA,NA
DE LEON ISD,2022-04-24,047902,758,NA,NA,NA,NA,NA,NA,NA
GUSTINE ISD,2022-04-24,047903,147,NA,NA,NA,NA,NA,NA,NA
SIDNEY ISD,2022-04-24,047905,128,NA,NA,NA,NA,NA,NA,NA
EDEN CISD,2022-04-24,048901,217,NA,NA,NA,NA,NA,NA,NA
PAINT ROCK ISD,2022-04-24,048903,230,NA,NA,NA,NA,NA,NA,NA
GAINESVILLE ISD,2022-04-24,049901,3161,NA,NA,NA,NA,NA,NA,NA
MUENSTER ISD,2022-04-24,049902,466,NA,NA,NA,NA,NA,NA,NA
VALLEY VIEW ISD,2022-04-24,049903,945,NA,NA,NA,NA,NA,NA,NA
CALLISBURG ISD,2022-04-24,049905,1148,NA,NA,NA,NA,NA,NA,NA
ERA ISD,2022-04-24,049906,495,NA,NA,NA,NA,NA,NA,NA
LINDSAY ISD,2022-04-24,049907,488,NA,NA,NA,NA,NA,NA,NA
WALNUT BEND ISD,2022-04-24,049908,61,NA,NA,NA,NA,NA,NA,NA
SIVELLS BEND ISD,2022-04-24,049909,70,NA,NA,NA,NA,NA,NA,NA
EVANT ISD,2022-04-24,050901,211,NA,NA,NA,NA,NA,NA,NA
GATESVILLE ISD,2022-04-24,050902,2751,NA,NA,NA,NA,NA,NA,NA
OGLESBY ISD,2022-04-24,050904,199,NA,NA,NA,NA,NA,NA,NA
JONESBORO ISD,2022-04-24,050909,342,NA,NA,NA,NA,NA,NA,NA
COPPERAS COVE ISD,2022-04-24,050910,8132,NA,NA,NA,NA,NA,NA,NA
PADUCAH ISD,2022-04-24,051901,162,NA,NA,NA,NA,NA,NA,NA
CRANE ISD,2022-04-24,052901,1158,NA,NA,NA,NA,NA,NA,NA
CROCKETT COUNTY CONSOLIDATED CSD,2022-04-24,053001,733,NA,NA,NA,NA,NA,NA,NA
CROSBYTON CISD,2022-04-24,054901,331,NA,NA,NA,NA,NA,NA,NA
LORENZO ISD,2022-04-24,054902,239,NA,NA,NA,NA,NA,NA,NA
RALLS ISD,2022-04-24,054903,479,NA,NA,NA,NA,NA,NA,NA
CULBERSON COUNTY-ALLAMOORE ISD,2022-04-24,055901,375,NA,NA,NA,NA,NA,NA,NA
DALHART ISD,2022-04-24,056901,1732,NA,NA,NA,NA,NA,NA,NA
TEXLINE ISD,2022-04-24,056902,220,NA,NA,NA,NA,NA,NA,NA
PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,2022-04-24,057802,451,NA,NA,NA,NA,NA,NA,NA
UPLIFT EDUCATION,2022-04-24,057803,20316,NA,NA,NA,NA,NA,NA,NA
TEXANS CAN ACADEMIES,2022-04-24,057804,5381,NA,NA,0,1,0,0,1
LUMIN EDUCATION,2022-04-24,057805,255,NA,NA,NA,NA,NA,NA,NA
ADVANTAGE ACADEMY,2022-04-24,057806,1149,NA,NA,NA,NA,NA,NA,NA
LIFE SCHOOL,2022-04-24,057807,5617,NA,NA,NA,NA,NA,NA,NA
UNIVERSAL ACADEMY,2022-04-24,057808,2164,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY,2022-04-24,057809,120,NA,NA,NA,NA,NA,NA,NA
ACADEMY OF DALLAS,2022-04-24,057810,252,NA,NA,NA,NA,NA,NA,NA
TRINITY BASIN PREPARATORY,2022-04-24,057813,4298,NA,NA,NA,NA,NA,NA,NA
ACADEMY FOR ACADEMIC EXCELLENCE,2022-04-24,057814,323,NA,NA,NA,NA,NA,NA,NA
A W BROWN LEADERSHIP ACADEMY,2022-04-24,057816,1090,NA,NA,NA,NA,NA,NA,NA
JEAN MASSIEU ACADEMY,2022-04-24,057819,204,NA,NA,NA,NA,NA,NA,NA
NOVA ACADEMY SOUTHEAST,2022-04-24,057827,559,NA,NA,NA,NA,NA,NA,NA
WINFREE ACADEMY CHARTER SCHOOLS,2022-04-24,057828,1162,NA,NA,NA,NA,NA,NA,NA
A+ ACADEMY,2022-04-24,057829,1446,NA,NA,NA,NA,NA,NA,NA
INSPIRED VISION ACADEMY,2022-04-24,057830,1284,NA,NA,NA,NA,NA,NA,NA
GATEWAY CHARTER ACADEMY,2022-04-24,057831,656,NA,NA,NA,NA,NA,NA,NA
EDUCATION CENTER INTERNATIONAL ACADEMY,2022-04-24,057833,518,NA,NA,NA,NA,NA,NA,NA
EVOLUTION ACADEMY CHARTER SCHOOL,2022-04-24,057834,614,NA,NA,NA,NA,NA,NA,NA
GOLDEN RULE CHARTER SCHOOL,2022-04-24,057835,1581,NA,NA,NA,NA,NA,NA,NA
ST ANTHONY SCHOOL,2022-04-24,057836,318,NA,NA,NA,NA,NA,NA,NA
LA ACADEMIA DE ESTRELLAS,2022-04-24,057839,1002,NA,NA,NA,NA,NA,NA,NA
RICHLAND COLLEGIATE HIGH SCHOOL,2022-04-24,057840,333,NA,NA,NA,NA,NA,NA,NA
CITYSCAPE SCHOOLS,2022-04-24,057841,31,NA,NA,NA,NA,NA,NA,NA
MANARA ACADEMY,2022-04-24,057844,552,NA,NA,NA,NA,NA,NA,NA
UME PREPARATORY ACADEMY,2022-04-24,057845,1379,NA,NA,NA,0,NA,NA,NA
LEGACY PREPARATORY,2022-04-24,057846,1497,NA,NA,NA,NA,NA,NA,NA
VILLAGE TECH SCHOOLS,2022-04-24,057847,1239,NA,NA,NA,NA,NA,NA,NA
INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),2022-04-24,057848,20674,NA,NA,8,0,0,0,8
PIONEER TECHNOLOGY & ARTS ACADEMY,2022-04-24,057850,54,NA,NA,NA,NA,NA,NA,NA
BRIDGEWAY PREPARATORY ACADEMY,2022-04-24,057851,93,NA,NA,NA,NA,NA,NA,NA
CARROLLTON-FARMERS BRANCH ISD,2022-04-24,057903,25101,NA,NA,NA,NA,NA,NA,NA
CEDAR HILL ISD,2022-04-24,057904,7131,NA,NA,NA,0,NA,NA,NA
DALLAS ISD,2022-04-24,057905,134360,NA,NA,NA,NA,NA,NA,NA
DESOTO ISD,2022-04-24,057906,7491,NA,NA,NA,NA,NA,NA,NA
DUNCANVILLE ISD,2022-04-24,057907,11868,NA,NA,NA,NA,NA,NA,NA
GARLAND ISD,2022-04-24,057909,54062,NA,NA,NA,4,NA,NA,NA
GRAND PRAIRIE ISD,2022-04-24,057910,27630,NA,NA,NA,2,NA,NA,NA
HIGHLAND PARK ISD,2022-04-24,057911,6644,NA,NA,NA,NA,NA,NA,NA
IRVING ISD,2022-04-24,057912,32533,NA,NA,NA,2,NA,NA,NA
LANCASTER ISD,2022-04-24,057913,7175,NA,NA,NA,NA,NA,NA,NA
MESQUITE ISD,2022-04-24,057914,38748,NA,NA,7,2,0,0,9
RICHARDSON ISD,2022-04-24,057916,37863,NA,NA,0,3,0,0,3
SUNNYVALE ISD,2022-04-24,057919,2123,NA,NA,NA,NA,NA,NA,NA
COPPELL ISD,2022-04-24,057922,13275,NA,NA,5,0,0,0,5
DAWSON ISD,2022-04-24,058902,157,NA,NA,NA,NA,NA,NA,NA
KLONDIKE ISD,2022-04-24,058905,259,NA,NA,NA,NA,NA,NA,NA
LAMESA ISD,2022-04-24,058906,1636,NA,NA,NA,NA,NA,NA,NA
